# charactristic, type, id, mat1, mat2, tmat, weight, delta
f7ad16e1fffb0c115e065ea379e12a3d,32,0,83a31074,0ae842bb,a00fb77d,71,1
e4eb305a7777e4e5265cd76fa74fc2ed,32,0,e7c71cf8,09c84273,d487a77f,75,0
91ec5b7d5b6a1ad8caa4899eab59dccd,32,0,dfff1bff,08084203,a8fdafff,69,0
ea28cd5b5e2e73b83a196d06dc7e5061,32,0,04250084,06d841b7,83acffff,65,1
b4767060787ad12efc73d34c29275d51,32,0,1d3c03a7,06104185,08e7f7ff,65,1
f4bb3d277458c906ae8400bba58e12d5,32,0,64450c88,05d84177,7ab967ff,61,0
afd8dd092b98a3e4c25eb32808649a85,32,0,68490d09,05b8416f,11b7fdff,59,0
8ef395c599ab44c08697eb76d3f35a41,32,0,6f4e0de9,05804161,2a1a73ff,67,0
a095c6f445d6b7545a10c2d6521048e1,32,0,bd9c17b3,031040c5,c746ffff,55,0
d0aff0c6105f811d1c5891fe06b5d3a1,32,0,90b11216,0278409f,dafb3dff,61,0
e2c29eb12ae08ecd20cb406c038cfbb5,32,0,f3d21e7a,01604059,ceaed5ff,59,0
f319c590f2f051901c523a62974922e9,32,0,d3f21a7e,00604019,0d137cdf,57,0
c995c18c188241bd6b3f1e78cc970227,32,0,3c220784,fee03fb9,41e5f7ff,59,0
be08bfa9578b9e31afeb11c41db4e0d7,32,0,332d0665,fe983fa7,9d73bd7f,69,0
aaeb093d6a27f84b0988005e6683f567,32,0,938d1271,fb983ee7,785df6ff,61,0
dad13f0f3faece024fc0537632266e27,32,0,bea017d4,faf03ebd,9d9e7dff,67,0
c442cf7315d874bcdb5d3ecb4bd62c93,32,0,dec01bd8,f9f03e7d,7b6b3dff,69,0
dcfa49dccd99c36115f200b7b6fad3af,32,0,4c53098a,f5683d5b,c461fffd,71,0
8503bcf0f14d88325104e269c625a72f,32,0,77680eed,f4b03d2d,9d52ad7f,57,1
babeb4e0f520a4fbb11ab1c7d3036cd3,32,0,859a10b3,f3203cc9,02ec77ff,67,0
ae58b2d454a4b3d22733c6101f7530ef,32,0,b0af1615,f2883ca3,ff4cef7f,63,0
fdd4b1b0e382551661713ea4da2c5ae7,32,0,dec11bd8,f1f83c7f,97edfbff,65,0
94dd5771b575263c5dd7fe2ae5a137ff,32,0,c2dd185b,f1183c47,48ad3fff,77,0
d49735f31766b15dc3defbb3d7472a33,32,0,1a060340,efc03bf1,24d9f5ff,75,0
c899b8156d8c3c4a138065cce4dc590b,32,0,3e2207c4,eee03bb9,2426fdff,57,1
d3307de40de658984142a72752c15383,32,0,38240704,eed03bb5,d6c7fafd,57,0
ba3ef3bd68993daa110bc526fa12f3c7,32,0,574b0ae9,eda83b6b,de1e3ffd,69,0
a4afdbf9ed4fe05fd9336c59a3fd35a3,32,0,d1cd1a39,e9983a67,b7f2f7ff,77,0
8d6c18e784129d45db8dddaf8787da63,32,0,c7db18fb,e9283a4b,28c347ff,67,1
d9403b0c1a3c845c73bcdb0050060487,32,0,f8e41f1c,e8d03a35,e473b7ff,51,0
b57480d8355f3f02e5aa16573738ecff,32,0,f1ed1e3d,e8983a27,edf3fb7f,69,0
abe0183c2ca193a41dd8d965d9966317,32,0,e2fe1c5f,e8003a01,d86bef7f,61,0
ddf158dd8b1fa88e01a2d98c09ef45df,32,0,3d2007a4,e6f039bd,2c6af3ff,67,0
e24e88f520d2e30cbd194ee03cd60af3,32,0,29340526,e6503995,a06bdfff,61,0
8e7a33210fb158522b0f83b75be8e28b,32,0,203d0407,e6183987,a9c4beff,63,0
cb88fb4bd5a7ef458fed995bafedacbf,32,0,aab71556,e2483893,ea87efff,81,1
c4bbd87b3e57d52a5e1608f91e8e7b23,32,0,3c260784,dec037b1,b197ffff,69,0
b61bfb4b08cac2d230720a9c971e1cb3,32,0,263c04c7,de103785,b9edbdff,61,1
df1575126db5a7e0603b689d3fcdbcf7,32,0,4953092a,dd68375b,975b9fff,73,0
920a860af0e5fb9ab2e4fd948364944b,32,0,475d08eb,dd183747,59f79dff,61,0
a2fa95e79ac6c3e3cab4dfc4cc368dd3,32,0,607a0c0f,dc203709,e3b02edf,71,0
b9535016faaca73198761d2f7a2b875b,32,0,667c0ccf,dc103705,7acfffff,67,0
83d305138755438cd2d8435837bec9c7,32,0,819b1033,db2836cb,09ddfdbf,61,0
ed7dabc5cb22d9636ce2df428db5dd6f,32,0,bfa517f4,dad836b7,69eff77f,75,0
c1845d56e8637a15a803c1e266227a93,32,0,cfd519fa,d9583657,f47f55ff,57,0
f99cc569592ed85296240a1ad69d4c0f,32,0,f9e31f3c,d8e8363b,07785bff,61,0
8f8d8588fe90e3788a5e0af306e46ac7,32,0,263d04c7,d6183587,1473dfff,63,0
80c09e7590def7c812107b0d5c90b8a3,32,0,f3e81e7d,d0b0342d,53ff09ff,57,0
96bc8d43524ec150ac155d974dd3184f,32,0,f1ea1e3d,d0a03429,e0abfeff,61,0
b58d97d01ed09e9460e120656260bb4f,32,0,130b0261,cfa833eb,446efedf,59,0
c08afcf732cd60a98c197e946e76a56f,32,0,2b330566,ce68339b,5ebdd3ff,67,0
cd5f2a30903732e360de9ae5c9280f0b,32,0,2f3705e6,ce483393,0def7fff,61,0
963ba286fc7f4e1960eb8bf9f39c4a07,32,0,50480a09,cdb0336d,209327ff,69,1
dc81c1b1d40f9ced6c0d86a6eaac9fdb,32,0,9a821350,cbe032f9,5bbfffff,67,0
b85df1b72002bd8dbc6ca259727f58a7,32,0,829a1053,cb2032c9,b95f77ff,67,0
9ed699f4bb39a57416d6041cbb302c8f,32,0,d4cc1a99,c9903265,e9efbbff,65,0
b22807ffabf0101abed8b833c7f9462f,32,0,d7cf1af9,c9883263,b82ebbff,67,0
82d81412c1d32863c6889a6388ab5fb7,32,0,f0e81e1d,c8b0322d,5143ffbf,57,0
c72f6cd887edee275220e6c2cbef580f,32,0,eff71dfe,c8483213,5d5bbdff,69,0
97b22ce288e0dbec880fe2e14587c7b3,32,0,150c02a1,c79031e5,3c87ef7f,63,0
8926b406911e774a707d2dd3ab29485b,32,0,061f00c3,c70831c3,47a6bbff,61,0
bcebfafe82a98747a29d025abcc8d4a3,32,0,342d0685,c69831a7,63dbfdff,67,0
a5dd9aad1dffb377e839f7b160a16b77,32,0,90891211,c3b830ef,1ff2bdff,77,0
aa925968dc11c08c2cd2428d1aca3dc3,32,0,a3ba1477,c2203089,a8c2ebff,55,0
ea5f142fd033d8a47e25917a96637247,32,0,dac31b58,c1e8307b,affbffbf,65,0
feb9121b71b7cf8de80ce6ad5a152e7b,32,0,eff61dfe,c0403011,ef6fff7f,71,0
92a09371cee6baa451c017a75642fbfb,32,0,382e0705,be802fa1,95e5bdff,65,0
ad182bc156a3e73e81942244f425798b,32,0,5f490be9,bdb82f6f,991ebdff,59,0
d0f7cb34a1d0833d2b1b951d07de48af,32,0,76600ecc,bcf02f3d,609d35ff,65,0
8ea9760f878421abed712b57f287459f,32,0,6f790def,bc382f0f,4f5bf4ff,67,1
d5c84e1977e42c02dd0e5c067f72491f,32,0,859310b2,bb682edb,a0cfbfff,63,0
a820c674b31f5e191b6e49d01bd7b567,32,0,dfc91bf9,b9b82e6f,6e3bfdff,65,0
fbabad8837b1aec531c313eb49d01233,32,0,c2d4185a,b9502e55,9ceb5d7d,65,0
b6b45e90aae1f2bfe31c86e2f5793a8f,32,0,ccda199b,b9202e49,85f6dfff,71,0
bb618857081ba0f50fdb6293522790eb,32,0,c8de191b,b9002e41,5abfbcff,61,0
86444d7dc0c2cac69b4ca4b2ba2b2317,32,0,ebfd1d7f,b8182e07,08dbebfd,59,0
9efba34a2b0b6b03390c3841d0591177,32,0,0a1d0143,b7182dc7,9d47fcff,59,0
94893d9a9371d08c575780a4f281c2a3,32,0,2c3b0587,b6282d8b,933d7fff,57,0
b5a27556214237a8139ed8fa29160267,32,0,2b3c0567,b6102d85,6052bfff,59,0
8a1acde6b9076a32c3caed198b718017,32,0,4c5b098b,b5282d4b,19ecabff,61,0
87cf1b211bfd38782f0d09682c2f2a73,32,0,485f090b,b5082d43,b421fdff,63,0
806a8b0eaeddb6f6f134913e89b6d713,32,0,8c9b1193,b3282ccb,046f6dbf,67,0
f56de02982c048cb1dcccfcf85a0c933,32,0,b4a31694,b2e82cbb,c1e1c1bf,61,0
82f09e0ccdc99747d918c07354832bc3,32,0,bbac1775,b2902ca5,10befd7f,59,0
88856844463b3ad0dbacda19e105354b,32,0,eef91ddf,b0382c0f,46c27eff,57,0
fd02443ef79f5dbc9745f009c402b47f,32,0,04100082,af702bdd,9de0fdff,67,0
f0d792f955650ff67b821478635c1e1b,32,0,00140002,af502bd5,f447f77f,67,0
abb472d70aa565141758a7ebceb6964b,32,0,0c180183,af302bcd,326eefff,67,0
93aceae8bbe8c753297f6c137e09a0d7,32,0,3a2e0745,ae802ba1,a5e7fbfd,69,0
e9e32a9265935c8d6d8325519f2a251f,32,0,4256084a,ad402b51,d855e1ff,63,1
b01adfbe594717de2975c78feff5519f,32,0,796d0f2d,ac982b27,9543fdff,77,0
e391b442dde9e70203d89db4bdf2f6cb,32,0,64700c8e,ac702b1d,8cd3ffff,69,0
874f5c7c8644a1298f1c7d89053eb567,32,0,9a8e1351,ab802ae1,b716f7ff,63,0
cdf7e77301941496df5fb4143c11e46b,32,0,b6a216d4,aae02ab9,cacf7f7f,67,0
e434246d68c9698cdde105e2186b0bab,32,0,a0b41416,aa502a95,40fbf6ff,59,0
f0d54ac1fac568bd2727d0ba43439acb,32,0,e6f21cde,a8602a19,d16bbf7f,65,0
da0512b98413a1e3e55159190c17046f,32,0,82971052,a34828d3,40f7b77f,55,1
bbe47faa098a48f79f80703fcc774673,32,0,8f9a11f3,a32028c9,e1dbbdff,69,0
a7ed9ad440e8d3f823314ccf68b2f817,32,0,d8cd1b19,a1982867,d14bfbff,65,0
df3f2734ce0f7f8f230ef64fc3fa4c53,32,0,e4f11c9e,a078281f,db1f5fff,75,0
845cc71a91cf156d4fd445dc6e10c403,32,0,e8fd1d1f,a0182807,d5b9fd7f,59,0
9f8e8a86e8332e3364e90126845b82ff,32,0,382a0705,9ea027a9,e5ebff7f,61,0
a8d9d17c9890ff8f9e257fe24e8fe2d7,32,0,3d2f07a5,9e8827a3,074d2f7f,73,0
fb52ba801c3e0f53b48825d91c884583,32,0,20320406,9e602799,a3d03fff,57,0
8b6d3c12d59f4849c28a10bcff6c974f,32,0,988a1311,9ba026e9,0aeff57f,65,0
f3bf81f25b78e43ec2b5aa3c5424230b,32,0,a4b61496,9a402691,d81bfdff,65,0
8e57099f9f83962504d5bfea3081df73,32,0,feec1fdd,98902625,d1bff7ff,67,0
d009b4a4b9d734b3c2bf01a0c5d8d243,32,0,e7f51cfe,98582617,c1a73fff,59,0
cf167a1c7b166aab8e8c6348bd7254cf,32,0,57440ae8,95d02575,042f37ff,67,1
c8b3ea33ce36e42550b5fb1e18eba9af,32,0,93801270,93f024fd,27e9efff,69,0
cd8eb726b7a22c51fa05f6c740582ccf,32,0,869510d2,935824d7,c00fdfff,65,0
cf14a224d4b60de0d229a78a9d6dd01f,32,0,b1a21634,92e024b9,21c3bdff,61,0
bf29fc8eb2b72db1f88e562d5e968603,32,0,effc1dff,90102405,9329fbff,69,0
c834c5f660076b6c9c4b2d70a6a4fbe7,32,0,32220644,8ee023b9,296fb37f,65,0
d6a7358a4a71d1d208d640cddf54b953,32,0,52420a48,8de02379,e82cb3ff,63,0
e918e5a2e1bc9a50b46dd7a1ea6df67f,32,0,465608ca,8d402351,9bf5fbff,71,1
cb2036084404c930306cb7aa5ad447df,32,0,33220664,86e021b9,9c99ffff,55,0
c3cfd542ace245161af4fc8d3267a587,32,0,51400a28,85f0217d,b1d713ff,65,0
8ed0265a31b2196cc82b69848ece8d3b,32,0,5f4e0be9,85802161,7ebea3fd,59,0
fc70056a072f0e94a64f6be1075eeaab,32,0,455408aa,85502155,f7ebffff,65,0
dfc158a4d608c801caaa62f201fcd6bf,32,0,75640eac,84d02135,6ea0fdff,61,1
d72b0b4ea2c63574d0784f98de0e7d6b,32,0,82931052,836820db,3b57ffff,67,0
c6f0506f7ad6ea29ece135964acba437,32,0,a2b31456,8268209b,27b133ff,67,0
fc75b5ca9b077fc796050dacb01fa327,32,0,d0c11a18,81f8207f,19ac9fff,69,0
bb18d802be2d98322a8120402e6e584f,32,0,f8e91f1d,80b8202f,73f7bdff,53,0
86224e3330be5a2e2009cd958ec08a5b,32,0,151b02a3,7f281fcb,640fefff,55,0
e0646b37a7a75affd844b827cb26b1f7,32,0,3a340746,7e501f95,5c303d7f,71,0
97f91512e8ae85731c90b79b1a055307,32,0,353b06a7,7e281f8b,c01dbfff,61,0
e06303af942f4ce7b4ab1aa85c787cab,32,0,49470928,7dc81f73,96ff77ff,65,0
ad7cf0b7097f109d66748fa1e0d15417,32,0,474908e9,7db81f6f,b1ab7ffd,65,0
f1bde82ed017e2e9b87806eb7ffcec7b,32,0,fcf21f9e,78601e19,4f39fdff,75,0
8bf540cc3de46f2f906bed260981a4ef,32,0,f7f91eff,78381e0f,16fefafd,65,0
f7969efd2220ef8ae24a552afb2051f3,32,0,0e0101c0,77f81dff,4af9bf7f,67,0
88e36b0ab647aa3860e9b33ed5ee9c07,32,0,101f0203,77081dc3,48a9bedf,65,0
a687e003c59a3ee7e0cb5e5c74120a77,32,0,242b0485,76a81dab,080ff7ff,63,0
bd2e25f2a5f05a35b2099cb7c20f00ff,32,0,222d0445,76981da7,b86b7fff,65,0
9ba79589916b25874416fe302b5ff007,32,0,929d1253,73181cc7,a5dee5ff,63,0
f2a91bd0f41440b5145f9c31838c5043,32,0,fdf21fbe,70601c19,7fdf75ff,55,0
cf0c99a7a174b3d720d92ef142917cab,32,0,0c000180,6ff01bfd,9eaeffff,65,0
b54431454c873e1108cac53c34ec343f,32,0,070b00e1,6fa81beb,5f3ff7ff,57,0
a6057f66f783c0fd1c7fee7f7d1c11b3,32,0,101c0203,6f101bc5,78daf5ff,75,0
c8abd1b0bbf45a12a2457265c717051b,32,0,2e2205c4,6ee01bb9,4ef7f7ff,61,0
c57e0777190e08584e8296146049af7f,32,0,2a260544,6ec01bb1,26f978ff,59,0
ac77e1b64ff97b727224569a5fc4c267,32,0,363a06c7,6e201b89,a343fedf,71,0
8d5ca97afdca9c5636ed0ec4845302a3,32,0,313d0627,6e181b87,069d5fff,63,1
88669cf7b7d6423af0b2a1924bbe4a9f,32,0,575b0aeb,6d281b4b,f7827f7f,67,0
eb1de4e6595b8a9fa24fd9f956ebf453,32,0,6d610dac,6cf81b3f,f43437ff,75,0
8afc89f5d4c2638bd89ef0df968bb64f,32,0,606c0c0d,6c901b25,a3187bfd,71,0
fd632fe8346bdb4c40ef3ba167b7d06f,32,0,89851130,6bd81af7,f5b777ff,73,0
cf0929073d5cc284109348bcf5d03527,32,0,99951332,6b581ad7,5076fcff,57,0
a94f0c03aa45c255e8de3d0eb0360e8b,32,0,b6ba16d7,6a201a89,7bedfaff,59,0
d52bbaaa860954e8f610278dd5c936cb,32,0,3c310786,6678199f,05fbfbff,63,0
839d8c437b336c40760d706fdf7d14ff,32,0,34390687,6638198f,6e70b4fd,69,0
b4cad7b90b90bdfc8cc10eab15a974d7,32,0,313c0627,66101985,61367dff,67,0
f4079afe07b2a5d4de36dd5c99003b53,32,0,48450908,65d81977,6c4bbbff,67,0
f3a20ad1b2922b5a000f450a3c99c633,32,0,8c811190,63f818ff,a06f73ff,55,0
a5143c384fa813f2801212e8362de407,32,0,84891091,63b818ef,c7f3ef7d,53,0
d529629229a933a3aab5e34ff5d6b21b,32,0,dad71b5a,61481853,647dfbff,67,0
ed31faad98e491e4949228b745698487,32,0,ece11d9c,60f8183f,36b5f7fd,61,0
e5a2f9125a1c5456ab1a470ee6d2e7f7,32,0,2b210564,5ef817bf,6c73abfd,67,0
fe0c547b09fe269c9537276ac7912023,32,0,5e540bca,5d501755,080fb77f,63,0
fc9641796aea072dbd1b76271aa4dcf3,32,0,69630d2c,5ce8173b,6505d3ff,69,0
f47ecaabb1849d13fb6c9f8fe549f3f7,32,0,78720f0e,5c601719,044ffcdf,77,0
af1d2a85ee44f7f197b62c1c48a37ba7,32,0,747e0e8f,5c001701,0e9db9ff,69,0
cc648aacaf69581f99ee90b575e941bb,32,0,a8a21514,5ae016b9,81e37d7f,67,0
bbf9f489e06087935d3a9f09a4caa34b,32,0,a7ad14f5,5a9816a7,e7e3755f,65,0
c959d7b9d6fd906b335e9d6c2d5ac4db,32,0,bdb717b6,5a481693,98f1efff,73,1
923d5f0fbab5ec91336b8c7017ee81d7,32,0,c2c81859,59b0166d,97fdf5ff,69,0
b62b4ad67112c3c1dd12d9f794cac473,32,0,d0da1a1b,59201649,e17a7dff,65,0
eb63dc2bdce5a440ebfa39a5bdfcf1ab,32,0,2e2505c4,56d815b7,d96bb1ff,75,0
b53d6110fab106d62d9087ef48a5fc9b,32,0,373c06e7,56101585,03f5bdff,65,0
d1e6398e3d3431ae911e019f4728f6bb,32,0,5c570b8a,55481553,102daedf,65,0
f255bc7843b39070a15ecc4e61954e7f,32,0,8a811150,53f814ff,9f6e37ff,65,0
8d20498fd7d4d5c223fd2a5a4f5b838b,32,0,949f1293,530814c3,1407fbff,65,0
eb6104137345c30bb75ffd679de3757b,32,0,c8c31918,51e8147b,57cd6ffd,73,0
f8204a30c8413de7a3ead624d41350f7,32,0,dfd41bfa,51501455,0beef77f,59,0
f575dbaaf702f6fcef3c46b45a5c6587,32,0,09010120,4ff813ff,33d6f6ff,75,0
854fed98a28bc0b5a974159c0ef9fec7,32,0,242c0485,4e9013a5,dbdfbdff,67,1
b085cbf882b426a0177b989a8e46af63,32,0,656d0cad,4c981327,d419bcff,61,0
b86d402a59dabc9e510c713271ab8067,32,0,747c0e8f,4c101305,d5f9fadf,59,0
dcb3a8140277fab5ddc8910fc967c3cb,32,0,8a821150,4be012f9,684f77ff,67,0
fd98e0d8b0441d919901c95112f0030f,32,0,8d8511b0,4bd812f7,3fa3edff,53,0
d6c136c4ba0d413ab39329eaebbf101f,32,0,aca41594,4ad012b5,cadf6b7f,65,0
cd6f9bade9ef33f08dbe498ecafcd7cb,32,0,d9d11b3a,4978125f,fb7f3dff,79,0
a0d71ebd2e3b6c08c3068b8cac98fb8b,32,0,00090001,47b811ef,ec0ebfff,63,1
c9def87c78cc1f22ffa04b0293159693,32,0,1c150382,475811d7,72a4f6df,65,0
90270d5044185471bb56a9dce3cae213,32,0,272e04e5,468011a1,4003ffff,57,0
c3ac66acc0b6a4ad91fbf3e7b1cd4547,32,0,3a330746,4668119b,ade27f7f,69,0
951a50453d8c9c0511e6a405bb796773,32,0,323b0647,4628118b,65377dff,59,1
98c8ee1aacfed85791cee2fb8b79004b,32,0,454c08a9,45901165,793fbedf,67,0
e5270eef5b8dbc543b4155a27882316f,32,0,6c650d8c,44d81137,41603dff,65,0
f66640cce08942b82ff47ee1317214e3,32,0,7b720f6e,44601119,64de7dff,61,0
9f6d7e3519de56d94ff77aad2ee0fd2b,32,0,81881031,43b010ed,45a777ff,79,0
dd3d4ee84560795859c35a98e8228323,32,0,bcb51796,42581097,edd3f5ff,59,0
d8077b650f7ca7349f9cf5ce27cfcb1f,32,0,dad31b5a,4168105b,e0affdfd,75,0
cccc47ef3eca7e6a266fbe4480d0aadb,32,0,31370626,3e480f93,02f33ffd,69,0
dd107456d552b72f761966c5834bbedb,32,0,62640c4c,3cd00f35,07ea67ff,69,0
9dda5189eaf8b91f480117bd98bc3c03,32,0,686e0d0d,3c800f21,d5d00cff,63,0
afb28f5e4c6fc79c44d8a0622ac45d9b,32,0,9e9813d3,3b300ecd,6c3efdff,65,0
9f429cb3264cffe53c88823265964403,32,0,b9bf1737,3a080e83,059bebff,59,0
a5c77916c79d6a0b466cba089f424313,32,0,cbcd1979,39980e67,83a3f77f,61,0
8d8884cc4677f3b79c7c04abba6268eb,32,0,0d0a01a1,37a00de9,7a92fdfd,65,0
ae39d90297503522f0990db8bcc054ff,32,0,3d3a07a7,36200d89,194a7dff,61,0
dc9e92aa924534c2f212ad52a20efe33,32,0,54530a8a,35680d5b,fc1a377f,61,0
a173aa67ca96378a0438dec971ea4bc7,32,0,9b9c1373,33100cc5,fdcdf77f,65,1
9183b98aa0b50ff37c68fc993eb8525f,32,0,bcbb1797,32280c8b,5c0e67ff,67,0
87f8c22451ad2f73ae82788cb8a53fef,32,0,cdca19b9,31a00c69,2c02dedf,67,0
f80d708e5873f3908c30ea79bf7a6d0f,32,0,01050020,2fd80bf7,331f7fff,67,0
f745dbd3aa1596732434fdca524ff6e7,32,0,41450828,2dd80b77,3068a7ff,73,0
de8618cdc348eb69268a4c3c76351927,32,0,57530aea,2d680b5b,200f1edd,61,0
e9d14337b3eb3ad5dc4632f8bce1790f,32,0,52560a4a,2d400b51,d0779fff,71,0
e3a3dde70b91815ab21d8a1d9e39aadb,32,0,74700e8e,2c700b1d,5978f7ff,67,0
8f97663324f23a04240b474af90742a3,32,0,7d790faf,2c380b0f,487035ff,57,1
ba58f0f398e5ad42aa4eac01cef95a8b,32,0,a9ad1535,2a980aa7,a227bf7f,65,0
a919bed023e153aebefb874287097f07,32,0,beba17d7,2a200a89,eddfbb7f,67,0
80dd1556793438acd0aa943b342d5d9b,32,0,dbdf1b7b,29080a43,6617f7ff,61,0
9fc5b376887d70acf076545cdbd9164b,32,0,181d0303,271809c7,c73ff77d,69,0
bc74eeb8595ab6399c935d4fdd7b2a5f,32,0,282d0505,269809a7,d2fd7bff,75,0
c3011b4fcd3df38b1e30bb5bf3b5e7ab,32,0,363306c6,2668099b,c4e377fd,73,0
af35a09be25e48d58826760c948b0fd3,32,0,3f3a07e7,26200989,844dadff,61,0
d8afb6269edf8141201ddb3fd2f6207f,32,0,43460868,25c00971,a591afff,69,1
8c8395cd00f19858882cdd900577fe9b,32,0,7c790f8f,2438090f,52fdebff,59,0
a07d0bc610382d36202261bf79be943b,32,0,7f7a0fef,24200909,d6e5efff,59,0
81549b320dabad59384efd238236d02f,32,0,9e9b13d3,232808cb,e1eed77f,61,0
83ce8e306ebf8ce81062ac6e5f032cff,32,0,a9ac1535,229008a5,10fde77f,65,0
e58fc3acca2e9a2184c07b538dbbda0f,32,0,f5f01ebe,2070081d,03fbf4fd,65,0
9fc76b4e27dd17e7acd3909efbc6929b,32,0,fefb1fdf,2028080b,68afbbff,75,0
f1124df5723cd2846b168a951d9bca47,32,0,161402c2,1f5007d5,59efdfff,63,0
e0c916d4aa2c0dd9578ff09b895e131b,32,0,363406c6,1e500795,ae58feff,63,0
f42aa04097806ba3f1ece101f26906ab,32,0,969412d2,1b5006d5,c17bafff,57,0
a00683ab09ae72ba59dde7ae25e8d84f,32,0,a9ab1535,1aa806ab,5d9c2dff,65,0
c9080df26cd11788099485af8d3b780b,32,0,c6c418d8,19d00675,7c031fff,57,0
f42dc8d8a4087dbb9d03438e6537cbf7,32,0,e5e71cbc,18c80633,def7a77f,67,1
ceaf45e57651fe4d8b08d93b08bd01bb,32,0,e4e61c9c,18c00631,f19bf3ff,67,0
a29bfe31593245131d1e146c6f83e9c3,32,0,edef1dbd,18880623,8fd6b3fd,63,1
c647ce37ad3f6473cd7f3093f7502ebf,32,0,f5f71ebe,18480613,6de6eeff,75,1
a7a6a32420a68d67b7ae19b537306ca3,32,0,f8fa1f1f,18200609,d87bfbff,63,0
b2cc9bd469957ee8f9296137fa1cf4a7,32,0,1d1e03a3,170005c1,d2b03fff,71,0
b56bd3c37315972d7bb53da37f9a8d17,32,0,3f3c07e7,16100585,7c0b3dff,75,0
a62df578fb997fd903efb46fa13465c7,32,0,5b580b6b,1530054d,4aef3fff,75,0
faeb857911799bb5b10c9faaa94710f7,32,0,93901272,137004dd,157fdbff,69,0
8fecee5e3d6465885df4c15ba5510ed7,32,0,aba81575,12b004ad,6597f7ff,69,0
abfafb87f6c34ad8b38d94dc26754b73,32,0,b9ba1737,12200489,26e7eefd,73,0
ffd1b0f45b6545d9775330fc66aa58cb,32,0,f5f61ebe,10400411,922de3ff,71,0
f284216e64268ec23b85a06ce8e56dbb,32,0,23230464,0ee803bb,ddb3fbff,61,0
c0e94f195e998112071671feeddc45af,32,0,40400808,0df0037d,a22a93ff,65,0
bf9cbaeecafec4a085b597eac312885b,32,0,5e5e0bcb,0d000341,5910bc7f,69,0
a6adb2256620e688a3fec08e8825fad3,32,0,89891131,0bb802ef,2e62fedf,61,0
a9e519789446836b0bfad73d6510613b,32,0,c9c91939,09b8026f,d85bffff,63,0
93679445461f009d1df14d88089aab77,32,0,c8c81919,09b0026d,497ef2ff,59,0
f8f4678673fc5206097bdc4bea223abf,32,0,e3e31c7c,08e8023b,ec6b3efd,69,0
82bccf649e0fdfc0216837869c5f722b,32,0,e8e81d1d,08b0022d,feffbf7f,65,0
89426f70cec280e9979d8036bfdd65c7,32,0,1e1f03c3,070801c3,b5b0b5ff,65,0
d853118e29785184951c8b4030ef3e43,32,0,34350686,06580197,cd6bb3ff,55,0
c3fdbce77a9a234eab31eb2411acf997,32,0,41400828,05f0017d,e3b9bffd,71,0
c98dfa0f6d40ff8a99cf9703136bae93,32,0,81801030,03f000fd,dce3fbff,69,0
f4a83f25a59995b90d585122fb671d6f,32,0,a2a31454,02e800bb,c7b2fbbf,67,0
a21961546b2bbb09e1aaa44f668df207,32,0,d9d81b3b,0130004d,78c7afbf,61,0
bc89294727b14c8dbe8968871505bb17,32,0,e4191c83,ff20ffc9,fc0dafff,61,0
d71db21c21da080ec6ec5bcb60e3e783,32,0,bc411788,fde0ff79,d59bfbff,63,0
89430f27078eaa980086e58195baeab3,32,0,a55814ab,fd28ff4b,1ebdf1ff,57,0
f4ae37ea5f5da9d0f6ac961a465e5f47,32,0,6a970d52,fb50fed5,7902deff,73,0
c3fe04881c766e74608f4a511bd4f233,32,0,1ce1039c,f8e0fe39,50bd5fff,61,1
95483261e14c56dce0921db31160d007,32,0,14e9029d,f8a0fe29,640fff5f,53,0
9b8bcf60c815c181fcd7a7da6a51428b,32,0,f70b1ee1,f7b0fded,e173b77f,63,0
fdcdea645f0cc150049ad2682fb77927,32,0,d8241b04,f6c8fdb3,61290fff,65,0
bd07cfbb60a6cf603a82a3103440fbff,32,0,d22e1a45,f698fda7,c8ef7fbf,65,0
fdca82fc6c84d748687570e7b8e9b47b,32,0,ab57156a,f550fd55,1cf017ff,69,0
d1341cf77c4d6226c07bccc8c420dedb,32,0,a854150a,f548fd53,41ff39ff,63,0
e35cc220dada1ca5cca27b177658bf43,32,0,5ea20bd4,f2f8fcbf,14cd9fff,65,0
d9d927853b0b894bb646432d8c8cb853,32,0,2cd0059a,f168fc5b,c48f7dff,61,0
b24ad4460ee8dbd0a2ccd2ee6e34299b,32,0,07fb00ff,f030fc0d,940bffff,63,0
9e340d108398f7efaad31a203becdc2f,32,0,d6291ac5,eea0fba9,6035b7ff,65,0
cdb80e7434be112bec91e294feb5b627,32,0,b8471708,edd0fb75,592dbffd,67,0
a4b1e8b562496201d037221ac138db3f,32,0,a45b148b,ed30fb4d,fc5b7cfd,57,0
9e31bdb01fb086bc9a997c6d8cad95a3,32,0,43bc0877,ea08fa83,5c5d9f7f,67,0
a4b45815fe611352e07d4457767992b3,32,0,31ce0639,e998fa67,c674fbff,63,0
c7cf200410ecdbf7b2803c3c6b2c2c7f,32,0,0bf4017e,e848fa13,94733fff,63,0
84132e1da4e510d07c1a135cacb4964f,32,0,e6181cc3,e728f9cb,56eb7fff,57,0
c6431ec0f85b3f516a2e33696a76e847,32,0,db251b64,e6c0f9b1,a9e33fff,65,0
975508a62c69f82404409a90721a7e9f,32,0,827c104f,e408f903,7dbb77ff,55,0
f6b6bd8d0e50767b223477749265b853,32,0,69970d32,e350f8d5,245efdfd,67,0
